OBJECTID,FUNC_LOC_I,NAME,ADDRESS,ADDR3,AREA_SQ_M,RFOS_CATEGORY,RFOS_SUB_CATEGORY,MAINTAINED_BY,GlobalID
151062,K-BEACHC,BEACHCOMBER COURT RESERVE,216 DUNLIN DRIVE,BURLEIGH WATERS,2185,OPEN SPACE PARKS,AMENITY SPACE,GCCC,2ebed2b5-237c-425e-aab4-187f731244cf
151063,K-BEECHT,BEECH TREE PARK,11 TARLINGTON LANE,LOWER BEECHMONT,710,GOLD COAST CONSERVATION ESTATE,GENERAL RESERVE,GCCC,b17988c9-5d0b-46bf-a893-ad13640d6d9a
151064,K-CARCOO,CARCOOLA STREET RESERVE,CARCOOLA STREET,BENOWA,1216,OPEN SPACE PARKS,AMENITY SPACE,GCCC,560bceb7-e923-4416-b071-5b57f414ae53
151065,K-WILL02,WILLIAM DUCKETT WHITE PARK,6 CONNEMARA ROAD,PACIFIC PINES,156,UTILITY RESERVE,DRAINAGE RESERVE,GCCC,c7155633-018d-4b35-a6f0-1f46dfc38168
151066,K-WILL02,WILLIAM DUCKETT WHITE PARK,6 CONNEMARA ROAD,PACIFIC PINES,1336,OPEN SPACE PARKS,LOCAL RECREATION PARK,GCCC,6c113127-6fe6-4825-b36e-2ac8a67c72db
151067,K-WILPEN,WILPENA PARK,7 LANGFORD COURT,MERMAID WATERS,859,OPEN SPACE PARKS,OPEN SPACE LINKAGE,GCCC,6d64f4f1-b200-48d5-a8f5-996078432999
151068,K-AUST03,AUSTINVILLE CONSERVATION AREA MT NIMMEL SECTION,780 AUSTINVILLE ROAD,AUSTINVILLE,2281595,GOLD COAST CONSERVATION ESTATE,CONSERVATION AREA,GCCC,823038a5-c006-4e0e-8eb6-9175d958d584
151069,K-SAMFOR,SAMFORD COURT RESERVE,7 SAMFORD COURT,HELENSVALE,2304,OPEN SPACE PARKS,LOCAL RECREATION PARK,GCCC,69b1433f-ae0f-49ba-9c2c-e1a54b6bc473
151070,K-SAMFOR,SAMFORD COURT RESERVE,7 SAMFORD COURT,HELENSVALE,9360,GOLD COAST CONSERVATION ESTATE,GENERAL RESERVE,GCCC,84142ba2-0da9-490b-b4ef-e63309cec24e
151071,K-SANDAL,SANDALWOOD TERRACE RESERVE,34 SANDALWOOD TERRACE,NERANG,23992,GOLD COAST CONSERVATION ESTATE,GENERAL RESERVE,GCCC,9b5ed217-99fa-4b2d-96b6-ad73919c9011
151072,K-SANDER,SANDERCOCK PARK,GOLD COAST HIGHWAY,MIAMI,2090,OPEN SPACE PARKS,LOCAL RECREATION PARK,GCCC,30427e35-b474-41fb-b6ee-78502276e801
151073,K-SANDYM,SANDY MOFFAT PARK,127 WALLANDRA ROAD,MUDGEERABA,10727,UTILITY RESERVE,UTILITY RESERVE,GCCC,72efffee-610c-41f1-a8a1-7aafb97a61d4
151074,K-SANDYM,SANDY MOFFAT PARK,127 WALLANDRA ROAD,MUDGEERABA,3641,OPEN SPACE PARKS,AMENITY SPACE,GCCC,6e318e04-369a-4337-8b48-27acb662912c
151075,K-SANTAI,SANTA ISABEL BOULEVARD RESERVE,PENRHYN STREET,PACIFIC PINES,5093,UTILITY RESERVE,DRAINAGE RESERVE,GCCC,7d02003c-04d6-4885-8184-c0d7209d439a
151076,K-IVANGI,IVAN GIBBS CONSERVATION AREA,78A ARUNDEL DRIVE,ARUNDEL,323173,GOLD COAST CONSERVATION ESTATE,CONSERVATION AREA,GCCC,08e5148b-6dcf-4171-a4d0-fd3872046e7f
151077,K-JACKGO,JACK GORDON PARK,MACARTHUR PARADE,MAIN BEACH,10987,OPEN SPACE PARKS,CITY RECREATION PARK,GCCC,6c12f8b2-e01b-4eaa-b8ec-62d7a973c68a
151078,K-MURRAY,MURRAYFIELD PLACE RESERVE,15A MURRAYFIELD PLACE,MERRIMAC,16633,GOLD COAST CONSERVATION ESTATE,GENERAL RESERVE,GCCC,2496d5ea-a0a6-42b1-b407-176b8259b0f2
151079,K-LANHAM,LANHAM STREET PARK,MUSGRAVE STREET,COOLANGATTA,5526,UTILITY RESERVE,DRAINAGE RESERVE,GCCC,0487bde4-bd51-4ad9-951e-84ff77ac5a22
151080,K-LATIME,LATIMERS CROSSING RD RESERVE,192 LATIMERS CROSSING ROAD,ADVANCETOWN,40010,GOLD COAST CONSERVATION ESTATE,BUSHLAND RESERVE,GCCC,41fffc50-24d2-4f87-b2f7-374faa0e8804
151081,K-LAUDER,LAUDER COURT RESERVE,45 KINCAID DRIVE,HIGHLAND PARK,2464,OPEN SPACE PARKS,AMENITY SPACE,GCCC,b59057ea-0946-49f1-a66c-9d89e996a768
151082,K-BURCHI,BURCHILL PARK,PACIFIC HIGHWAY,NERANG,712,GOLD COAST CONSERVATION ESTATE,GENERAL RESERVE,GCCC,3253be5a-a2ca-4748-8829-ae801b79c08d
151083,K-CHRISY,CHRIS YEOMANS PARK,STEPHENSON STREET,LABRADOR,8770,UTILITY RESERVE,DRAINAGE RESERVE,GCCC,03d107b0-5425-4942-af44-0ea2beddf1ca
151084,K-CHRISY,CHRIS YEOMANS PARK,STEPHENSON STREET,LABRADOR,1057,GOLD COAST CONSERVATION ESTATE,GENERAL RESERVE,GCCC,ab972db2-30f2-4ea2-aa98-4422b610bbe9
151085,K-DUGAND,DUGANDAN STREET RESERVE,146 DUGANDAN STREET,NERANG,1091,OPEN SPACE PARKS,AMENITY SPACE,GCCC,0872fb7c-a1dd-4880-85d3-a82230ee6c3a
151086,K-RUNA01,RUNAWAY BAY LIONS PARK,LIMETREE PARADE,RUNAWAY BAY,8471,GOLD COAST CONSERVATION ESTATE,GENERAL RESERVE,GCCC,1a353032-3ce5-47e6-9992-e384c7f6dcd0
151087,K-BOAMBI,BOAMBILLE PARK,BOAMBILLE DRIVE,COOMERA,10236,OPEN SPACE PARKS,WATER BODY,GCCC,5dbae62b-470c-4385-8d98-bac5f402df86
151088,K-RYANPA,RYAN PARK,2A RYAN PLACE,ORMEAU,1452,UTILITY RESERVE,DRAINAGE RESERVE,GCCC,2941a7f5-30d5-484e-80cd-c9d4cdec9804
151089,K-RYDERC,RYDER COURT PARK,PINE VALLEY DRIVE,ROBINA,2924,OPEN SPACE PARKS,LOCAL RECREATION PARK,GCCC,fa3aa414-2add-4192-a10c-5f7421416154
151090,K-RYDERP,RYDER PARK,10 RAY STREET,RUNAWAY BAY,4532,OPEN SPACE PARKS,LOCAL RECREATION PARK,GCCC,bd2f241b-d3c4-4657-8d5b-3e9bcc6dc6e6
151091,K-WONGAP,WONGA PARK,COWELL DRIVE,REEDY CREEK,181,UTILITY RESERVE,ACCESS LINKAGE,GCCC,4951fa0d-bd0c-4f9e-a2d1-27b25c2e4dff
151092,K-TARANP,TARAN PARK,LT991 PACIFIC PINES BOULEVARDE,PACIFIC PINES,18321,GOLD COAST CONSERVATION ESTATE,BUSHLAND RESERVE,GCCC,92560c8d-ae01-449c-8657-a75af6e40dd9
151093,K-CHIRNP,CHIRN PARK,6 TURPIN ROAD,LABRADOR,4049,OPEN SPACE PARKS,LOCAL RECREATION PARK,GCCC,33e28dcd-cbbc-4828-ac3b-b13fad57c21a
151094,K-CHRI05,CHRISTINA RYAN PARK,297 NAPPER ROAD,ARUNDEL,13608,UTILITY RESERVE,DRAINAGE RESERVE,GCCC,e60cb1a2-10aa-403b-8668-949f497456aa
151095,K-DOON01,DOONBUR NORTH RESERVE,9 DOONBUR DRIVE,BROADBEACH WATERS,491,OPEN SPACE PARKS,AMENITY SPACE,GCCC,0c5b8bce-f723-4d95-a657-d834aa33ba48
151096,K-DORISG,DORIS GIBBS PARK,THE ESPLANADE,PARADISE POINT,5130,OPEN SPACE PARKS,LOCAL RECREATION PARK,GCCC,edaff687-ca2a-4243-915e-830662665135
151097,K-TARANP,TARAN PARK,991 PACIFIC PINES BOULEVARDE,PACIFIC PINES,155,OPEN SPACE PARKS,LOCAL RECREATION PARK,GCCC,c12f148d-5463-4455-b899-473ecdeca2d1
151098,K-TARR01,TARRABOOL DR RESERVE,2A TARRABOOL DRIVE,ELANORA,2267,UTILITY RESERVE,DRAINAGE RESERVE,GCCC,7cadada7-5978-45c5-918d-c4e1f83add20
151099,K-GRAEME,GRAEME BRIEN PARK,BROADBEACH BOULEVARDE,BROADBEACH,3752,OPEN SPACE PARKS,CITY RECREATION PARK,GCCC,8955d8f4-b17d-4490-9aed-0fbcf6cd7f4c
151100,K-EUGENI,EUGENIA RESERVE,166 DISCOVERY DRIVE,HELENSVALE,8035,OPEN SPACE PARKS,LOCAL RECREATION PARK,GCCC,01d4997a-ce82-4721-b657-ae904fabbaa5
151101,K-EUGENI,EUGENIA RESERVE,166 DISCOVERY DRIVE,HELENSVALE,36871,GOLD COAST CONSERVATION ESTATE,BUSHLAND RESERVE,GCCC,fcf2eec4-ef64-42f5-a147-18296af253cb
151102,K-EVANDA,EVANDALE PARK,OUYAN STREET,SURFERS PARADISE,11481,OPEN SPACE PARKS,WATER BODY,GCCC,b5b1ca33-2391-4b6b-9afa-261c4a56e6c8
151103,K-GLORIA,GLORIA SCHIRREL PARK,30 SWAN LANE,MUDGEERABA,163,OPEN SPACE PARKS,AMENITY SPACE,GCCC,1dfdcbed-2a1b-4c04-bbef-c1d5f13b6d5c
151104,K-GLOS02,GLOSSY PARK,6 SALTWATER BOULEVARD,OXENFORD,1071,UTILITY RESERVE,DRAINAGE RESERVE,GCCC,9ba97742-25d3-4044-b6c6-194f759b58aa
151105,K-GODING,GODING PARK,135 SUNSHINE BOULEVARDE,MERMAID WATERS,11359,OPEN SPACE PARKS,LOCAL RECREATION PARK,GCCC,269a2b32-4237-4bd4-995e-1777c97c9a98
151106,F-SFGCAT,GOLD COAST ATHLETICS TRACK,58 PARKLANDS DRIVE,SOUTHPORT,34894,SPORTS PARKS,SPECIALISED SPORTS PARK,GCCC,4800e7e5-5aa5-49fd-972c-9e7f1e9a62e4
151107,K-GOLD02,GOLD COAST REGIONAL BOTANIC GARDEN - ROSSER PARK,258 ASHMORE ROAD,BENOWA,318578,OPEN SPACE PARKS,CITY RECREATION PARK,GCCC,1bb06c34-963a-45af-b398-26bc7f1faae0
151108,K-SIRBRU,SIR BRUCE SMALL PARK,ST KEVINS AVENUE,BENOWA,156949,SPORTS PARKS,CITY SPORTS PARK,GCCC,3adc2b1a-827f-443a-a913-07592f70716d
151109,K-SIRJOH,SIR JOHN (JACK) EGERTON PARK,BROADBEACH BOULEVARDE,BROADBEACH,7410,OPEN SPACE PARKS,CITY RECREATION PARK,GCCC,941876b3-ac33-491a-a65f-ca9c27093846
151110,K-SKYROY,SKY ROYAL TERRACE RESERVE,45A SKY ROYAL TERRACE,REEDY CREEK,219,UTILITY RESERVE,DRAINAGE RESERVE,GCCC,9a5a21f3-69b9-4cf3-874b-0504d7fb8566
151111,K-FINNPK,FINNEGAN PARK ,CELESTIAL WAY,COOMERA,3244,OPEN SPACE PARKS,LOCAL RECREATION PARK,GCCC,b852126e-a339-4570-97fe-89ffe559c268
151112,K-WILTSH,WILTSHIRE PARK,34A WILTSHIRE DRIVE,MUDGEERABA,5762,OPEN SPACE PARKS,AMENITY SPACE,GCCC,0c2fbbd9-353d-4222-86bf-1d5237581801
151113,K-COBRAD,COBRADAH COURT RESERVE,COBRADAH COURT,PIMPAMA,111657,GOLD COAST CONSERVATION ESTATE,BUSHLAND RESERVE,GCCC,622f8868-775d-4e68-a720-aeb1c7e0b9c6
151114,F-CCBURL,BURLEIGH WATERS COMMUNITY CENTRE,24 GALEEN DRIVE,BURLEIGH WATERS,1824,COMMUNITY FACILITIES,CENTRE / HALL,GCCC,382f77ba-d6dd-4109-b209-211e02bbb1f4
151115,K-CORONE,CORONET PARK,53 CORONET CRESCENT,BURLEIGH WATERS,313,OPEN SPACE PARKS,AMENITY SPACE,GCCC,2c812238-9432-46f1-a7aa-ac38f8a92dcf
151116,K-CAREXP,CAREX PARK,14A PENDRAAT PARADE,HOPE ISLAND,3097,OPEN SPACE PARKS,AMENITY SPACE,GCCC,cf7f3827-fefe-4f0c-a7b0-d79e81c27807
151117,K-CAMP01,CAMPBELL DUNCAN PARK,52 FRANKLIN DRIVE,MUDGEERABA,62502,UTILITY RESERVE,DRAINAGE RESERVE,GCCC,80fb647c-18b7-4ec3-b911-b2820761213b
151118,K-ECHIDN,ECHIDNA PARK,1 SHREWSBURY AVENUE,MAUDSLAND,1892,UTILITY RESERVE,DRAINAGE RESERVE,GCCC,aa809713-7ec5-464e-b702-cd99e986f16c
151119,K-EDHARD,ED HARDY PARK,THE ESPLANADE,MIAMI,20904,OPEN SPACE PARKS,CITY RECREATION PARK,GCCC,bb613555-aaea-4d19-8de8-5d6548d52e92
151120,K-DUNGAR,DUNGARA PARK,PELICAN PARADE,JACOBS WELL,10381,OPEN SPACE PARKS,OPEN SPACE LINKAGE,GCCC,5efe51fa-3dde-4f0a-950a-48cc87f83e41
151121,K-HELE05,HELENSVALE RUGBY PARK,239 DISCOVERY DRIVE,HELENSVALE,25854,UTILITY RESERVE,DRAINAGE RESERVE,GCCC,0a0fbafb-0767-4305-b1d1-190d2b2bc2d1
151122,K-HELE05,HELENSVALE RUGBY PARK,239 DISCOVERY DRIVE,HELENSVALE,54871,SPORTS PARKS,DISTRICT SPORTS PARK,GCCC,1ef0b3c3-38d2-4436-8393-0b927211e5a8
151123,K-COOLBU,COOLBUNBIN CREEK RESERVE,CLAGIRABA ROAD,CLAGIRABA,44931,GOLD COAST CONSERVATION ESTATE,BUSHLAND RESERVE,GCCC,e49f43ba-b616-4262-9c76-93d70af73b38
151124,K-BARDSC,BARDS COURT RESERVE,2A INVERNESS COURT,NERANG,412,OPEN SPACE PARKS,AMENITY SPACE,GCCC,7e959f14-1f93-4f4c-834f-a34cd055e6a0
151125,K-BARKRE,BARK RESERVE,10 BARK COURT,MAUDSLAND,2037,OPEN SPACE PARKS,OPEN SPACE LINKAGE,GCCC,532b7993-f5c5-4140-b767-7e8256c38449
151126,K-BARLEE,BARLEE COURT RESERVE,BARLEE COURT,ELANORA,6968.20774351,UTILITY RESERVE,UTILITY RESERVE,GCCC,5cbec27e-a6b2-4bb0-af86-90a61a532841
151127,K-BARLEE,BARLEE COURT RESERVE,BARLEE COURT,ELANORA,1083.27247487,GOLD COAST CONSERVATION ESTATE,GENERAL RESERVE,GCCC,8c049ac7-f040-4f54-b4a8-d0b1926d5562
151128,K-BARRON,BARRON PARK,185 TURPIN ROAD,LABRADOR,2554,OPEN SPACE PARKS,AMENITY SPACE,GCCC,04619c52-25c6-4b2a-ab11-e4b4b459ce98
151129,K-BARRYS,BARRY STREET RESERVE,YAWALPAH ROAD,PIMPAMA,2004,UTILITY RESERVE,DRAINAGE RESERVE,GCCC,efca5a10-16ae-43d9-be7f-a7f2fd9b2d4d
151130,K-LAURAD,LAURADALE PARK,17A LAURADALE CRESCENT,ORMEAU,5162,OPEN SPACE PARKS,LOCAL RECREATION PARK,GCCC,46ceb90d-c9b1-4fb9-952f-5be5cfbde0fa
151131,K-LAUREN,LAUREN GROVE RESERVE,LAUREN GROVE,UPPER COOMERA,1415,UTILITY RESERVE,UTILITY RESERVE,GCCC,576b6907-807f-45c8-b898-7afc516d73b9
151132,K-LAVERF,LAVER FAMILY PARK,165 GOLD COAST SPRINGBROOK ROAD,MUDGEERABA,889,GOLD COAST CONSERVATION ESTATE,BUSHLAND RESERVE,GCCC,4f1e696c-ebe9-4f05-a0bc-08cddb2a8189
151133,K-LAVERF,LAVER FAMILY PARK,165 GOLD COAST SPRINGBROOK ROAD,MUDGEERABA,15449,UTILITY RESERVE,UTILITY RESERVE,GCCC,af079398-e5ca-4823-b01b-c1d2408b29ab
151134,K-LAKE10,LAKE ORPHEUS LINK PARK,23 COMMERCE DRIVE,ROBINA,6685,OPEN SPACE PARKS,OPEN SPACE LINKAGE,GCCC,3019d637-f21a-4bfe-b2ec-fd0cefde6fce
151135,K-LAKE03,LAKE ORR CATCHMENT RESERVE,CHRISTINE AVENUE,ROBINA,104338,GOLD COAST CONSERVATION ESTATE,ENVIRONMENTAL RESERVE,GCCC,92f9524a-954a-456e-8539-c5a4c839845f
151136,K-LAKE04,LAKE ORR PARKLANDS,337 CHRISTINE AVE,VARSITY LAKES,12822.34,OPEN SPACE PARKS,AMENITY SPACE,GCCC,79bd65f8-7799-47f5-b717-590b741a916c
151137,K-MICKSC,MICK SCHAMBURG PARK,KELLY AVENUE,MIAMI,13903,OPEN SPACE PARKS,CITY RECREATION PARK,GCCC,3d81128f-5fcf-490b-9d2f-f49be28119f3
151138,K-MIDDEN,MIDDEN RESERVE,KURURA ROAD,COOMERA,1749,OPEN SPACE PARKS,AMENITY SPACE,GCCC,aade3cc7-d7a9-44e3-bc36-9174c092eca3
151139,K-MIDD01,MIDDLE GILSTON ROAD RESERVE,754 GILSTON ROAD,GILSTON,8112,GOLD COAST CONSERVATION ESTATE,GENERAL RESERVE,GCCC,5f311327-5135-4ff5-a95c-e71e64eb0d9d
151140,K-MIEKEC,MIEKE COURT RESERVE,8A MIEKE COURT,BURLEIGH HEADS,1687,UTILITY RESERVE,ACCESS LINKAGE,GCCC,b7f1e945-5fae-47cf-9fe1-c24046c2340e
151141,K-MIKADO,MIKADO PARK,PROSPECT COURT,ROBINA,2098,OPEN SPACE PARKS,OPEN SPACE LINKAGE,GCCC,058a0331-a542-45f0-a837-0f2ec970a2e8
151142,K-MILESS,MILES STREET PARKLANDS,107 GARRICK STREET,COOLANGATTA,4017,UTILITY RESERVE,UTILITY RESERVE,GCCC,2c0eaf35-ed88-42b8-bf9b-fd36e81aa324
151143,K-MILING,MILING PARK,4 MILING COURT,ROBINA,7684,OPEN SPACE PARKS,LOCAL RECREATION PARK,GCCC,bf9c5e0d-3edc-46dd-abe1-644a695d77f3
151144,K-MILKIN,MILKINS WAY RESERVE,KERALA COURT,MUDGEERABA,471,UTILITY RESERVE,DRAINAGE RESERVE,GCCC,ac6a1231-7fa4-408b-902f-d59c14f92aaa
151145,K-TEPE01,T E PETERS PARKLANDS,23 T E PETERS DRIVE,BROADBEACH WATERS,3054,COMMUNITY FACILITIES,CENTRE / HALL,GCCC,33305233-508f-424b-b3bf-2630d0e43f9e
151146,K-SWAN01,SWAN LAKE,74A HARRIER DRIVE,BURLEIGH WATERS,2366,UTILITY RESERVE,DRAINAGE RESERVE,GCCC,c6403359-463f-4f30-9640-74b3cf694c01
151147,K-SWAN02,SWAN LAKE RESERVE,54B HARRIER DRIVE,BURLEIGH WATERS,744,OPEN SPACE PARKS,OPEN SPACE LINKAGE,GCCC,9016bdb5-f1df-47f5-a85d-b059597acaf5
151148,K-COSZAN,COS ZANTIOTIS PARK,112 BRISBANE ROAD,LABRADOR,9865,UTILITY RESERVE,DRAINAGE RESERVE,GCCC,a075546d-bccd-47c0-ad8b-8ef2fc0a56aa
151149,K-COSZAN,COS ZANTIOTIS PARK,112 BRISBANE ROAD,LABRADOR,3435,UTILITY RESERVE,UTILITY RESERVE,GCCC,22502d6f-8b2d-49de-b698-86a597515a39
151150,K-COSZAN,COS ZANTIOTIS PARK,112 BRISBANE ROAD,LABRADOR,97102,GOLD COAST CONSERVATION ESTATE,ENVIRONMENTAL RESERVE,GCCC,dbb8d1bd-9383-4462-b242-47e8278a974f
151151,K-FANTAI,FANTAIL CT PARK,6A FANTAIL COURT,GILSTON,1301,OPEN SPACE PARKS,AMENITY SPACE,GCCC,e151dccb-2593-4e47-8f2c-16412b07e75c
151152,K-FAUSTF,FAUST FAMILY PARK,NERANG MURWILLUMBAH ROAD,ADVANCETOWN,39491,GOLD COAST CONSERVATION ESTATE,BUSHLAND RESERVE,GCCC,9117126e-2a42-4af0-a8fd-fee56b1becb3
151153,K-CLAGIR,CLAGIRABA ROAD CAUSEWAY RESERVES,BEAUDESERT NERANG ROAD,CLAGIRABA,8924,GOLD COAST CONSERVATION ESTATE,BUSHLAND RESERVE,GCCC,970347c3-b45a-4387-897b-d17299610255
151154,K-CLEA01,CLEAR WATERS BAY,CLEAR WATER BAY AVENUE,CLEAR ISLAND WATERS,1009,OPEN SPACE PARKS,AMENITY SPACE,GCCC,b0fc4964-f978-41f1-b282-3a70af48aaff
151155,K-CLEA02,CLEAR WAY PARK,5A CHARLES AVENUE,PIMPAMA,414,UTILITY RESERVE,ACCESS LINKAGE,GCCC,da5c8fe0-9b0b-4e6a-bec6-3937f90d76db
151156,K-TALL09,TALLEBUDGERA CREEK LINEAR RESERVE,703 TALLEBUDGERA CREEK ROAD,TALLEBUDGERA VALLEY,20916,GOLD COAST CONSERVATION ESTATE,BUSHLAND RESERVE,GCCC,29d39701-ac78-4e89-b7f7-3953b399e0bc
151157,K-DANIEL,DANIELS PARK,1450 BEAUDESERT BEENLEIGH ROAD,CEDAR CREEK,51221,GOLD COAST CONSERVATION ESTATE,BUSHLAND RESERVE,GCCC,d04eac92-47a4-4a9a-bade-a325751291db
151158,K-DAPPLE,DAPPLES COURT RESERVE,34A SIREC WAY,REEDY CREEK,823,OPEN SPACE PARKS,OPEN SPACE LINKAGE,GCCC,69decd95-4c53-4987-83cb-4a125b8d3ae5
151159,K-DARNAY,DARNAY ROAD RESERVES,2 TANNAH COURT,BROADBEACH WATERS,1697,OPEN SPACE PARKS,AMENITY SPACE,GCCC,f2b75876-5964-46bc-8fee-e01ecb78ac59
151160,,SPRINGBROOK NATIONAL PARK,2767 SPRINGBROOK ROAD,SPRINGBROOK,23466211,QUEENSLAND CONSERVATION ESTATE,CONSERVATION PARK,EXTERNAL,fa935f80-1a48-4ccb-9e01-54dc464524c9
151161,K-THEODO,THEODORE PLACE RESERVE,13 HARPER STREET,MOLENDINAR,4768,OPEN SPACE PARKS,LOCAL RECREATION PARK,GCCC,7a4e6d99-b254-4a84-9f1c-f9d30931f358
151162,K-FLIN01,FLINDERS PARK,20 PENINSULA COURT,MERMAID WATERS,801,OPEN SPACE PARKS,AMENITY SPACE,GCCC,b6862b6b-b3fb-4467-b3a4-65183c718999
151163,K-FLIN02,FLINDERSIA RESERVE,28 RIDGEVALE DRIVE,HELENSVALE,1594,OPEN SPACE PARKS,OPEN SPACE LINKAGE,GCCC,0c66f0f2-002d-456b-9aba-993349e3a22e
151164,K-DAYLES,DAYLESFORD PARK,DAYLESFORD CIRCUIT,ORMEAU,2573,UTILITY RESERVE,DRAINAGE RESERVE,GCCC,b193cbee-bf74-47ac-9a49-ac5bced70b9e
151165,K-EDDI01,EDDIE KORNHAUSER RECREATIONAL RESERVE,6 CASUARINA DRIVE,ELANORA,124160,UTILITY RESERVE,DRAINAGE RESERVE,GCCC,6771c50d-d99b-43e7-9b7f-bd33f64a2f92
151166,K-VARS01,VARSITY CENTRAL PARK,ASSEMBLY DRIVE,VARSITY LAKES,33651,OPEN SPACE PARKS,LOCAL RECREATION PARK,GCCC,70c015fa-65fd-4b8c-8b6e-01085785d3a0
151167,K-VARS03,VARSITY FORESHORE PARKLANDS,79 VARSITY PARADE,VARSITY LAKES,1593,UTILITY RESERVE,DRAINAGE RESERVE,GCCC,09102599-ab52-4123-ad59-7258b0291468
151168,K-TUGUNQ,TUGUN QUARRY RESERVE,36 MONASH STREET,TUGUN,1254,OPEN SPACE PARKS,LOCAL RECREATION PARK,GCCC,191b9061-060b-41a9-9a45-26e5b4660271
151169,K-TULLAM,TULLAMARINE DRIVE RESERVE,7 TULLAMARINE DRIVE,ROBINA,2442,OPEN SPACE PARKS,AMENITY SPACE,GCCC,2a99e6c0-4358-4520-9edb-9eabd9df5437
151170,K-TULLOC,TULLOCH PARKLANDS,1 CARBINE COURT,MUDGEERABA,25594,OPEN SPACE PARKS,OPEN SPACE LINKAGE,GCCC,b479ba66-52cd-4a2b-b0b1-b9b5240c9fc8
151171,K-TUNB01,TUNBRIDGE DRIVE EAST RESERVE,14 TUNBRIDGE DRIVE,NERANG,12916,UTILITY RESERVE,DRAINAGE RESERVE,GCCC,90b31168-021d-42ea-8fed-6bea3a2ff8cc
151172,K-BARRYS,BARRY STREET RESERVE,YAWALPAH ROAD,PIMPAMA,652,OPEN SPACE PARKS,AMENITY SPACE,GCCC,da655424-77d7-47e7-b98d-4df70df1bf03
151173,K-BARRYS,BARRY STREET RESERVE,YAWALPAH ROAD,PIMPAMA,1295,OPEN SPACE PARKS,LOCAL RECREATION PARK,GCCC,35050763-c7c0-439c-b02a-e104f20553fe
151174,K-CLIPPE,CLIPPER BOULEVARD BRIDGE RESERVES,48A CLIPPER BOULEVARDE,CLEAR ISLAND WATERS,1690,OPEN SPACE PARKS,AMENITY SPACE,GCCC,310f2ce2-364e-49d1-b59c-721908b0f739
151175,K-CLONTA,CLONTARF CORNER,28 CAMPBELL STREET,BUNDALL,451,OPEN SPACE PARKS,AMENITY SPACE,GCCC,73c85620-0514-4d7a-b370-f58b8743dd15
151176,K-ELEPHA,ELEPHANT ROCK,741 PACIFIC PARADE,CURRUMBIN,4288,OPEN SPACE PARKS,AMENITY SPACE,GCCC,37d8a1ec-0a3d-4bd0-b971-bc0473f61e01
151177,K-ELFINP,ELFIN PARK,CHRISTINE AVENUE,ROBINA,18477,UTILITY RESERVE,UTILITY RESERVE,GCCC,0d3b77d0-ea22-482d-9f1e-2c3416ded5c7
151178,K-ELIENA,ELIENA WAY RESERVE,ELIENA WAY,UPPER COOMERA,1797,UTILITY RESERVE,DRAINAGE RESERVE,GCCC,5065d838-cdc6-490e-b0aa-27c2e0cf5239
151179,K-YAWALP,YAWALPAH AMENITY PARK,YAWALPAH ROAD,PIMPAMA,267,OPEN SPACE PARKS,AMENITY SPACE,GCCC,f4ed4497-abdb-4456-8a37-404b4d1be828
151180,K-YELLOW,YELLOWOOD RESERVE,61 JOHNSTONE ROAD,STAPYLTON,152233,GOLD COAST CONSERVATION ESTATE,ENVIRONMENTAL RESERVE,GCCC,eabd3a38-c9f8-442f-a360-f21305e189be
151181,K-ULRICK,ULRICK FAMILY PARK,164 SLATYER AVENUE ,SOUTHPORT,38775,OPEN SPACE PARKS,LOCAL RECREATION PARK,GCCC,a7b907a9-7476-49e8-9d8b-86bb851cfbc4
151182,F-SFCOOM,COOMERA INDOOR SPORTS CENTRE, 53 BEATTIE ROAD,COOMERA ,54540,COMMUNITY FACILITIES,INDOOR SPORTS AND RECREATION,GCCC,4133f064-a8d8-400e-ac4a-4dbd296cf18c
151183,K-AZUREW,AZURE WAY PARK,33A AZURE WAY,COOMERA,3180.17341415,UTILITY RESERVE,DRAINAGE RESERVE,GCCC,45c17298-1542-49f4-9a3c-03cf1ae7e1ef
151184,K-BALL03,BALLY MOUNTAIN CONSERVATION AREA ARALUEN ROAD SECTION,106 ARALUEN ROAD,TALLEBUDGERA VALLEY,1083985,GOLD COAST CONSERVATION ESTATE,CONSERVATION AREA,GCCC,d07c01ee-86ca-4f72-ace5-d3415f61d0e2
151185,K-BARNEY,BARNEY STREET PARK,BARNEY STREET,SOUTHPORT,397,OPEN SPACE PARKS,AMENITY SPACE,GCCC,891cd315-7ca2-45d1-9725-c2ac58f18e42
151186,,SPRINGBROOK NATIONAL PARK,JACKMAN'S ROAD,BONOGIN,7323625,QUEENSLAND CONSERVATION ESTATE,NATIONAL PARK,EXTERNAL,13ad717c-3cd7-4a50-bbe2-eb194c55a772
151187,K-STONER,STONER FAMILY PARK,70 MERRIDOWN DRIVE,MERRIMAC,68015,GOLD COAST CONSERVATION ESTATE,BUSHLAND RESERVE,GCCC,8ca542f8-a13a-46a3-8ecc-7223805f38a8
151188,,PUBLIC TRUSTEE PROPERTY,CLIFF BARRONS ROAD,KINGSHOLME,617496,QUEENSLAND CONSERVATION ESTATE,UNALLOCATED,EXTERNAL,fdb92b76-8db5-4795-b231-a3d1bae581e1
